orderId,userId,productId,category,price,timestamp
92a8dfc5-a1ef-47d4-82bd-6fb8b2000773,cc3bf985-a767-47cb-a53b-c0266f62b19a,1862,Electronics,362.37,2025-08-07T07:30:17.680332
8815928a-3ad6-42a3-ad02-5c8039bb11c8,4c963bc2-6515-4ba6-999d-061c42e172fa,1156,Clothing,374.39,2025-08-07T07:30:17.680472
fc7ad44d-ef19-4708-985e-2e8bdeee3f61,a71fc936-38ef-4209-af03-641b7e7e642e,1783,Electronics,246.32,2025-08-07T07:30:17.680489
6236bd9e-652d-4a14-9c0a-ee48626753a8,aad6cef9-2526-461b-8cd9-8a344adac361,1599,Home,60.51,2025-08-07T07:30:17.680499
9768ce2a-e0e8-407d-96be-0a9df150a36f,13d00bf9-dac3-46ed-b588-cbe873daa1c1,1476,Electronics,433.05,2025-08-07T07:30:17.680509
85208265-5a01-4568-8ab7-f4790f223097,d151014a-ff7a-4e29-89b6-53273c77825b,1607,Electronics,299.32,2025-08-07T07:30:17.680519
f033b3cf-fd39-4310-b664-6b0d6553be8f,870d39f7-b20e-4658-ad4a-4cd09d27dbab,1536,Electronics,313.52,2025-08-07T07:30:17.680528
67541c94-8d93-4919-ad06-9cedbd408891,d346f9d3-4469-4a93-a0ac-b9813dbf0269,1358,Electronics,216.48,2025-08-07T07:30:17.680537
bae0fcca-102e-4b5a-a191-fd66291d3d54,3044399f-caa6-4127-841c-7c544b5a29fd,1447,Clothing,254.48,2025-08-07T07:30:17.680546
5d88633a-9284-405a-8b36-3751560ee39f,73e78d28-6166-41e4-bf0e-7223a3ab1f08,1450,Clothing,475.28,2025-08-07T07:30:17.680556
ba00bc84-97f7-4e6a-87bd-a2354ef95597,5c49f03d-c356-46e5-bc5e-a0e3cc454223,1213,Home,384.96,2025-08-07T07:30:17.680565
5157b2c3-abc1-4cf5-87ef-0347c4ad5c1e,02981b97-3aa3-428d-bb72-790804c0fc85,1711,Clothing,219.15,2025-08-07T07:30:17.680574
5684118e-13c3-4513-900e-6c443f9061d3,85630dc8-e7c3-4536-8658-acb3374b7d8f,1757,Clothing,228.94,2025-08-07T07:30:17.680583
9043d172-ddd7-4cee-846c-c61a20a94771,1d01f3ba-f3f3-4fa5-94d5-380901f60dd3,1656,Electronics,284.31,2025-08-07T07:30:17.680592
e7b86133-72b0-45f7-b51c-114850e76380,cd6b804a-3c5e-490f-8a2f-d94b7ca50704,1357,Clothing,165.51,2025-08-07T07:30:17.680601
e8a7a265-2cb4-442c-9d40-075d87351069,76e08d14-ef57-4d8e-a676-5535db03aa56,1729,Clothing,444.09,2025-08-07T07:30:17.680610
e24b0f68-7d5b-4510-9d98-107213ddeff3,e1e3d483-7e88-4758-b49a-4c7ef66fbda9,1521,Toys,107.11,2025-08-07T07:30:17.680619
c6515dd2-c7ed-4d7e-929e-b77d22e837d9,e02c8a01-f54c-476f-bdb3-1e0d03db0f97,1945,Clothing,429.03,2025-08-07T07:30:17.680627
2f136551-f809-465e-8032-6ddf3c6ee7f5,fcef80a0-e6a2-400b-b356-1d86fc88c197,1472,Electronics,294.67,2025-08-07T07:30:17.680636
d35173b3-3df1-447f-ab6c-212a306a6158,45eee3b9-7d32-4b99-adc5-e2874e18f635,1651,Toys,444.91,2025-08-07T07:30:17.680645
4cf6ced7-ca25-43d8-aecd-8e9f2918452c,8ffdfd49-fe8c-4a8f-ae92-362a08ec2540,1821,Toys,77.37,2025-08-07T07:30:17.680654
d3d44979-8c29-4825-9458-f95ca5183fe3,a76ab96f-1748-458b-acbc-e20bfb19e8a9,1697,Electronics,376.6,2025-08-07T07:30:17.680663
eef628b7-1ee5-43d4-8692-9558f5df5339,cda6ac64-dc14-4484-a04e-c76ba37655a0,1714,Home,226.21,2025-08-07T07:30:17.680672
4c00fc47-e43c-4e03-a471-111171395af9,f914dce0-31a6-4f12-9c89-7c08588b2e0c,1065,Toys,12.82,2025-08-07T07:30:17.680681
60c0cddf-e330-4e1c-b128-4e9512ca6599,5ab64a7f-4ae6-4902-a1b6-eb0d9d9ebfad,1019,Electronics,34.96,2025-08-07T07:30:17.680692
0a9f15be-48da-43d5-bdfa-22518b36f037,80ce2da0-50b7-4d08-a0d8-676a699c1e10,1081,Clothing,130.97,2025-08-07T07:30:17.680701
7e6ae674-b785-4569-b205-e9eff44092f4,489e2e24-7657-42f9-bcee-e8f142bfa4cf,1207,Toys,300.73,2025-08-07T07:30:17.680710
e4849389-27f3-495f-8c08-b93a0a3928ca,e9e119a2-9aa2-461e-bece-7f21fb7cf4b8,1519,Clothing,234.29,2025-08-07T07:30:17.680719
0cf653b0-7389-45d2-b525-84728995b6c7,cd83338a-cfd8-42fd-9c3d-bbe8172f55e0,1752,Home,341.68,2025-08-07T07:30:17.680728
247c7396-999d-4260-9bc6-fafe25055fb7,2ebf88fc-e120-4479-81ef-71b905cb10a6,1029,Electronics,201.2,2025-08-07T07:30:17.680737
b55ed05d-fb88-402a-9f00-c328e3bc6aa9,dcec182b-d7c2-4069-8ea7-636ecd00b818,1226,Books,151.0,2025-08-07T07:30:17.680746
e42d1926-7e47-4793-a909-052a3c6fd1a5,4d48bb48-c10c-4e68-a102-34bc8492acfe,1213,Toys,114.29,2025-08-07T07:30:17.680755
1fec17ad-c55b-40d8-b96e-680293598de2,c1867e17-bbdb-4b7c-9d5a-09c89615d219,1524,Clothing,211.1,2025-08-07T07:30:17.680763
1c395975-d850-4cbf-8b32-56d76cc56ad8,6b4e7a3c-5920-4eaf-b9f6-da5039c84150,1011,Clothing,489.87,2025-08-07T07:30:17.680772
0642148b-4e25-43ba-863f-1b9380509ef6,03157e3f-6cc9-41d4-8998-0a948fef8ab4,1425,Home,368.22,2025-08-07T07:30:17.680781
f1590d38-cde9-4e87-b3d4-c4829270a196,91b3d7bf-e0d0-47e5-9fd0-362e2bb56fee,1233,Home,378.52,2025-08-07T07:30:17.680790
b76f0c1c-4302-4919-a638-5133882988c0,aa377527-4209-438b-b59b-80af422af7dc,1110,Home,475.2,2025-08-07T07:30:17.680799
42c01321-092a-4bd5-97bf-9e5cf81d2297,d402ff5f-d60c-4bd5-82d6-8d40898ff658,1755,Clothing,19.1,2025-08-07T07:30:17.680808
1e79a32c-e3bf-403a-9576-de87a27aa284,74b8648a-0362-4970-b095-a668c42169a0,1039,Books,73.9,2025-08-07T07:30:17.680817
d82c7c40-ccc6-4188-a794-440d2b7bba48,9b505885-7aed-462b-ab94-c1e17c0ef210,1579,Home,29.53,2025-08-07T07:30:17.680825
ddd9ae81-d216-43f3-8ac0-fbbaf30e69d6,baf6fc2b-2024-4371-ab01-5dbce9f21206,1172,Electronics,362.86,2025-08-07T07:30:17.680834
f093f132-99fb-404e-b634-36206f076baa,f1b9895a-40ac-422b-8d0d-57d087f244bd,1122,Toys,436.55,2025-08-07T07:30:17.680843
1e769d38-190e-4c74-98b8-b9f3bdf9858d,d199d6cb-7fc8-48e2-b38b-9cb978728afc,1331,Home,194.78,2025-08-07T07:30:17.680852
3bf29ba4-5a06-48c7-a4be-35ed952d454c,ea4d89a8-70f6-4537-ae85-d75976bdfc89,1690,Toys,432.19,2025-08-07T07:30:17.680861
89fb21a7-f814-4da2-8736-95ae9cf8f4a6,e0edd325-66e1-4bb8-8a1a-78fe3b75d556,1353,Home,162.33,2025-08-07T07:30:17.680869
bfaf1d59-3170-452c-9fe0-f21b0cfcc8b8,31cff05c-6963-4233-ae9f-5a6707ddc54f,1133,Home,304.74,2025-08-07T07:30:17.680878
03ae8680-8937-46ea-a49a-d3bb75ea6c3f,a3c05e2c-94f9-4a01-96f1-3e9d1b0cc926,1830,Books,318.38,2025-08-07T07:30:17.680887
b6c6b2e9-146b-4deb-a396-ae32149fe7e3,909c22ff-5154-4d72-80a7-e14860f186cc,1858,Electronics,259.53,2025-08-07T07:30:17.680896
524d6534-a88e-4dd8-92ae-f4077b487f98,ec5c50d9-dbd3-429d-8fc6-29ce4efff89d,1295,Electronics,203.89,2025-08-07T07:30:17.680905
b11c4ad4-8515-4766-9f25-08ae92837c52,3549c93a-4d94-47bd-b9cc-12df079b221e,1359,Books,365.89,2025-08-07T07:30:17.680914
547d45ee-ac6f-4753-aeb3-8b8390bfe1d2,ae7c604a-08af-4509-acd9-d318f5fd0de1,1509,Books,311.38,2025-08-07T07:30:17.680923
eba7475e-af0a-429a-af1b-6b910790ca28,7a68a356-9a5e-4005-9c3c-e2eeb6688b54,1307,Toys,152.49,2025-08-07T07:30:17.680931
d64194f0-fd14-4c7b-ad2d-439c6fdbe97c,91cf00cc-b2d2-46c3-a089-6efadb3bffde,1514,Clothing,461.33,2025-08-07T07:30:17.680940
2e8c3a76-7946-4bdb-b005-a80612ed89aa,d5622644-f87e-42a1-b034-6abcc159ff92,1692,Toys,19.01,2025-08-07T07:30:17.680949
7c02024b-0a4b-4c69-9ecc-7b99e5be2c87,8a604a50-0227-4132-94bf-78885b531ef6,1762,Clothing,483.45,2025-08-07T07:30:17.680958
330ddf0f-9148-4497-ace9-9c21713abf7f,11869bcf-781b-4490-b0f5-5204fc2fb3ff,1771,Home,387.36,2025-08-07T07:30:17.680967
44097218-a332-4921-81ca-5c9379fe5a66,82802eb8-8b74-4917-9917-9238647059d4,1741,Books,447.87,2025-08-07T07:30:17.680975
ccadec81-8043-4684-8f67-167dcfeac3f4,282d9a95-fd7b-41d0-bcb1-1e26a04c6974,1816,Clothing,35.03,2025-08-07T07:30:17.680984
02e5d5b1-3d7b-40c6-ad47-d7af57553588,02369ac7-1b82-468e-bb32-b587e3d8aad1,1768,Clothing,171.13,2025-08-07T07:30:17.680993
72bc9491-1a05-4392-bedd-52f93e8954d7,175510be-aaa9-4b4a-aaa5-bcf5cd2124b5,1819,Clothing,74.87,2025-08-07T07:30:17.681002
fd38f1ed-9354-44fa-b6bd-4f34a065c67d,c22903a8-5fe9-4370-85ce-69f6fd60e051,1834,Clothing,398.65,2025-08-07T07:30:17.681011
f5e8487f-31b2-4de6-a6f0-5d76e07ae95a,fed66a6f-e537-442a-9932-0a64f7da00a6,1410,Home,389.09,2025-08-07T07:30:17.681020
e2c0c5a7-b711-4cde-8835-e4ed5a84c644,3a66ecb1-3573-4f5e-b93a-e5099039db36,1657,Toys,296.71,2025-08-07T07:30:17.681029
da52d4d9-fff3-4050-9001-66969ab5b298,9f179595-eab5-443a-967d-69e5dc6b8814,1723,Home,152.62,2025-08-07T07:30:17.681037
c6be7781-e3e5-48d0-b038-2b497bc9c32c,fbcd3c1a-9be7-47b7-9201-757902554193,1620,Clothing,113.44,2025-08-07T07:30:17.681046
bf9b151b-9902-4c55-a682-819c282b4ad1,20ecd227-395a-4a3b-8f44-e1efe07ea006,1773,Home,429.4,2025-08-07T07:30:17.681055
24c95325-6d55-40b6-95e5-13b6544e10eb,8a36efa6-865d-435f-bea9-ec4e7ea38621,1217,Home,270.6,2025-08-07T07:30:17.681064
3b941dcc-751d-4612-992e-35d36cefae8b,67d7973b-df69-430e-951d-6f03506cc13c,1057,Toys,485.92,2025-08-07T07:30:17.681073
0ccadc53-057a-4688-b66c-969773642558,6c068e9e-ad19-4ffb-9afa-9c5ad08791de,1484,Home,425.87,2025-08-07T07:30:17.681109
b3b47f1c-fc12-416e-ab4b-eb7bbd18594b,d62428b1-fb13-4c97-b4fd-60df7f323129,1597,Books,388.01,2025-08-07T07:30:17.681119
cb9734b5-06d3-4d52-aa4d-ed626f7f3d84,006f7216-df5e-4244-ab87-60aaafb702f7,1850,Toys,331.3,2025-08-07T07:30:17.681128
c18130b0-b79c-4728-ab83-750ee90566e9,216714fd-442f-4dc4-9153-da853a0c089e,1536,Home,316.83,2025-08-07T07:30:17.681137
a3d6cf01-7e00-4571-a177-9e77bdaf8b1b,38692717-f56a-4fce-90d5-3643008cc8a1,1354,Electronics,269.2,2025-08-07T07:30:17.681146
e5c41760-5708-4b01-8f05-70eec3a2d47f,0e1dd5a3-be02-41f9-be9d-60f8476ee7eb,1987,Electronics,109.37,2025-08-07T07:30:17.681155
6d7309e0-cd9a-4f91-89a0-9adff568f66f,d0e788a3-18f5-4645-8d6a-d4ff26ceb913,1058,Home,351.33,2025-08-07T07:30:17.681164
6e1318ce-0324-46a7-8c19-f0068e4fc24b,873f9f0e-e9f3-4983-9a89-1a0b33b6bde1,1063,Electronics,383.37,2025-08-07T07:30:17.681173
38f99f2b-badf-4930-b138-58aa5f6fd1b2,6212395c-4394-46b1-ba64-bca98e57b94f,1923,Toys,151.2,2025-08-07T07:30:17.681182
12ae3674-c5a2-4e5f-871a-ab98b19dfefd,116abbd2-e996-4473-996f-078a38409c2c,1976,Toys,180.49,2025-08-07T07:30:17.681190
f6e4bde5-0e7e-4380-ae98-a96944d5ffd2,1adbd07b-0a2d-42b6-bd0a-4083fe0bf650,1014,Books,401.5,2025-08-07T07:30:17.681200
5c27a82d-7437-4f5f-9533-39e5406f6e9c,6e7e58f5-6198-4d2b-8cc0-fbd931162da6,1963,Toys,69.34,2025-08-07T07:30:17.681208
28528906-1f24-4e25-ad99-3213a73b3828,7411c885-8252-4dcc-a995-bbc2eac56402,1402,Toys,450.21,2025-08-07T07:30:17.681217
